State,Date,%Retail/Rec Change,%Grocery/Pharm Change,%Parks Change,%Transit Change,%Workplace Change,%Residential Change
Georgia,2020-05-04,-18,-3,19,-43,-41,14
Georgia,2020-05-05,-16,3,10,-40,-42,15
Georgia,2020-05-06,-18,-2,17,-40,-42,15
Georgia,2020-05-07,-18,-1,11,-41,-42,16
Georgia,2020-05-08,-23,-4,1,-43,-41,16
Georgia,2020-05-09,-17,11,29,-35,-21,7
Georgia,2020-05-10,-20,5,34,-44,-27,5
Georgia,2020-05-11,-19,-4,24,-42,-39,14
Georgia,2020-05-12,-17,-1,24,-39,-39,15
Georgia,2020-05-13,-16,-2,32,-39,-40,14
Georgia,2020-05-14,-17,-2,21,-40,-40,15
Georgia,2020-05-15,-19,-3,60,-39,-39,13
Georgia,2020-05-16,-20,-1,59,-34,-19,7
Georgia,2020-05-17,-21,-5,46,-42,-25,6
Georgia,2020-05-18,-18,-6,-3,-42,-38,14
Georgia,2020-05-19,-13,1,26,-38,-38,14
Georgia,2020-05-20,-15,-4,-1,-38,-39,15
Georgia,2020-05-21,-13,1,19,-36,-38,14
Georgia,2020-05-22,-16,-1,51,-33,-38,13
Georgia,2020-05-23,-18,2,62,-31,-18,5
Georgia,2020-05-24,-19,-3,58,-43,-26,5
Georgia,2020-05-25,-23,-4,67,-51,-70,20
Georgia,2020-05-26,-17,-3,1,-38,-38,14
Georgia,2020-05-27,-17,-6,-4,-38,-38,14
Georgia,2020-05-28,-14,-1,11,-37,-37,14
Georgia,2020-05-29,-16,-4,44,-38,-36,13
Georgia,2020-05-30,-17,-1,58,-33,-9,5
Georgia,2020-05-31,-17,-3,59,-40,-17,5
Georgia,2020-06-01,-10,1,44,-40,-35,10
Georgia,2020-06-02,-10,2,40,-38,-35,12
Georgia,2020-06-03,-8,2,48,-37,-36,11
Georgia,2020-06-04,-11,1,23,-38,-36,12
Georgia,2020-06-05,-15,-2,47,-37,-36,12
Georgia,2020-06-06,-15,-1,61,-31,-12,5
Georgia,2020-06-07,-16,-4,55,-38,-19,5
Georgia,2020-06-08,-12,-2,33,-40,-34,11
Georgia,2020-06-09,-11,-1,28,-37,-35,12
Georgia,2020-06-10,-11,-3,16,-37,-36,12
Georgia,2020-06-11,-9,2,44,-35,-35,11
Georgia,2020-06-12,-13,-3,76,-34,-35,10
Georgia,2020-06-13,-13,1,84,-27,-9,3
Georgia,2020-06-14,-15,-5,60,-35,-17,4
Georgia,2020-06-15,-11,-2,40,-36,-34,10
Georgia,2020-06-16,-9,1,50,-35,-35,11
Georgia,2020-06-17,-7,0,60,-33,-35,10
Georgia,2020-06-18,-8,1,41,-32,-35,11
Georgia,2020-06-19,-11,1,82,-32,-35,7
Georgia,2020-06-20,-11,6,81,-25,-10,2
Georgia,2020-06-21,-14,0,50,-35,-18,2
Georgia,2020-06-22,-13,-5,27,-34,-37,10
Georgia,2020-06-23,-10,1,28,-34,-37,12
Georgia,2020-06-24,-10,-3,25,-33,-36,11
Georgia,2020-06-25,-10,0,27,-32,-36,11
Georgia,2020-06-26,-13,-3,75,-31,-35,10
Georgia,2020-06-27,-15,-3,55,-24,-12,4
Georgia,2020-06-28,-14,-4,55,-31,-15,4
Georgia,2020-06-29,-10,-2,46,-34,-36,10
Georgia,2020-06-30,-8,0,23,-32,-37,11
Georgia,2020-07-01,-3,3,41,-28,-38,10
Georgia,2020-07-02,-1,9,37,-25,-39,10
Georgia,2020-07-03,-6,12,106,-32,-57,13
Georgia,2020-07-04,-32,-5,64,-41,-31,6
Georgia,2020-07-05,-20,-12,47,-30,-23,4
Georgia,2020-07-06,-12,-4,20,-32,-41,11
Georgia,2020-07-07,-12,-2,22,-32,-39,13
Georgia,2020-07-08,-9,-2,41,-31,-38,11
Georgia,2020-07-09,-10,-1,21,-32,-38,12
Georgia,2020-07-10,-13,-4,68,-31,-37,10
Georgia,2020-07-11,-14,-2,67,-25,-12,4
Georgia,2020-07-12,-16,-6,49,-32,-19,5
Georgia,2020-07-13,-10,-1,48,-34,-38,10
Georgia,2020-07-14,-9,-1,41,-33,-39,12
Georgia,2020-07-15,-8,-1,38,-31,-38,11
Georgia,2020-07-16,-10,0,31,-32,-38,11
Georgia,2020-07-17,-13,-3,69,-31,-38,10
Georgia,2020-07-18,-15,-3,58,-25,-14,4
Georgia,2020-07-19,-15,-4,51,-31,-21,4
Georgia,2020-07-20,-12,-3,39,-33,-38,10
Georgia,2020-07-21,-11,-3,18,-33,-39,12
Georgia,2020-07-22,-9,-2,41,-31,-38,11
Georgia,2020-07-23,-10,-1,30,-32,-38,11
Georgia,2020-07-24,-14,-5,64,-31,-37,10
Georgia,2020-07-25,-16,-5,48,-26,-15,5
Hawaii,2020-02-15,2,2,19,4,-1,0
Hawaii,2020-02-16,4,3,15,4,-1,-1
Hawaii,2020-02-17,5,-4,14,-2,-47,11
Hawaii,2020-02-18,0,-2,1,6,-1,1
Hawaii,2020-02-19,-1,-2,1,2,0,1
Hawaii,2020-02-20,2,1,6,2,0,0
Hawaii,2020-02-21,1,-1,7,2,2,0
Hawaii,2020-02-22,3,1,20,0,1,-1
Hawaii,2020-02-23,2,0,16,2,1,0
Hawaii,2020-02-24,1,-1,6,4,2,0
Hawaii,2020-02-25,1,0,5,1,0,1
Hawaii,2020-02-26,2,2,9,-1,1,0
Hawaii,2020-02-27,3,4,3,-1,0,0
Hawaii,2020-02-28,2,2,-1,-1,2,-1
Hawaii,2020-02-29,1,1,0,-1,1,0
Hawaii,2020-03-01,2,2,-7,0,1,1
Hawaii,2020-03-02,0,1,-7,-2,2,0
Hawaii,2020-03-03,1,5,0,-3,1,0
Hawaii,2020-03-04,-1,1,7,-6,1,0
Hawaii,2020-03-05,1,6,-1,-4,1,0
Hawaii,2020-03-06,-1,1,-8,-3,2,0
Hawaii,2020-03-07,0,4,4,-4,1,0
Hawaii,2020-03-08,0,2,3,-2,1,1
Hawaii,2020-03-09,-2,1,-6,-3,1,1
Hawaii,2020-03-10,-2,0,1,-4,0,1
Hawaii,2020-03-11,-2,1,4,-6,0,1
Hawaii,2020-03-12,-2,5,-12,-9,-1,2
Hawaii,2020-03-13,-4,9,-8,-8,-1,2
Hawaii,2020-03-14,-6,6,2,-9,-4,2
Hawaii,2020-03-15,-8,5,-7,-11,-5,3
Hawaii,2020-03-16,-10,7,-34,-15,-17,7
Hawaii,2020-03-17,-18,1,-43,-22,-23,12
Hawaii,2020-03-18,-20,0,-23,-27,-25,12
Hawaii,2020-03-19,-23,-2,-31,-31,-28,14
Hawaii,2020-03-20,-31,-5,-29,-34,-31,16
Hawaii,2020-03-21,-40,-14,-38,-40,-27,12
Hawaii,2020-03-22,-42,-16,-43,-43,-30,11
Hawaii,2020-03-23,-38,-15,-59,-44,-35,16
Hawaii,2020-03-24,-45,-22,-62,-50,-42,20
Hawaii,2020-03-25,-50,-30,-65,-56,-46,22
Hawaii,2020-03-26,-51,-32,-69,-66,-53,25
Hawaii,2020-03-27,-52,-32,-69,-66,-46,25
Hawaii,2020-03-28,-56,-36,-65,-70,-43,18
Hawaii,2020-03-29,-56,-36,-65,-72,-45,16
Hawaii,2020-03-30,-49,-31,-67,-64,-47,21
Hawaii,2020-03-31,-48,-31,-68,-64,-49,23
Hawaii,2020-04-01,-48,-30,-60,-66,-49,23
Hawaii,2020-04-02,-50,-27,-63,-69,-49,23
Hawaii,2020-04-03,-49,-23,-65,-68,-47,24
Hawaii,2020-04-04,-55,-29,-63,-73,-45,18
Hawaii,2020-04-05,-55,-26,-67,-76,-46,16
Hawaii,2020-04-06,-51,-26,-70,-68,-49,22
Hawaii,2020-04-07,-50,-27,-66,-67,-51,23
Hawaii,2020-04-08,-52,-30,-66,-68,-51,23
Hawaii,2020-04-09,-50,-27,-67,-69,-51,24
Hawaii,2020-04-10,-52,-29,-67,-72,-57,27
Hawaii,2020-04-11,-55,-29,-66,-74,-47,18
Hawaii,2020-04-12,-67,-38,-68,-77,-52,17
Hawaii,2020-04-13,-55,-33,-68,-68,-50,22
Hawaii,2020-04-14,-54,-32,-71,-70,-50,24
Hawaii,2020-04-15,-51,-28,-62,-67,-49,23
Hawaii,2020-04-16,-51,-28,-63,-69,-49,23
Hawaii,2020-04-17,-52,-30,-63,-68,-47,24
Hawaii,2020-04-18,-55,-30,-63,-72,-44,17
Hawaii,2020-04-19,-56,-32,-62,-75,-46,15
Hawaii,2020-04-20,-51,-29,-65,-67,-47,21
Hawaii,2020-04-21,-52,-30,-66,-67,-49,23
Hawaii,2020-04-22,-51,-30,-61,-68,-48,23
Hawaii,2020-04-23,-52,-30,-65,-69,-48,23
Hawaii,2020-04-24,-51,-30,-65,-69,-47,24
Hawaii,2020-04-25,-51,-29,-54,-71,-44,16
Hawaii,2020-04-26,-53,-30,-55,-74,-44,14
Hawaii,2020-04-27,-49,-28,-60,-66,-46,20
Hawaii,2020-04-28,-48,-28,-59,-67,-48,13
Hawaii,2020-04-29,-49,-29,-58,-67,-47,22
Hawaii,2020-04-30,-48,-25,-57,-65,-46,21
Hawaii,2020-05-01,-47,-24,-58,-65,-44,22
Hawaii,2020-05-02,-50,-26,-51,-69,-41,15
Hawaii,2020-05-03,-50,-23,-50,-72,-42,13
Hawaii,2020-05-04,-46,-23,-56,-63,-43,19
Hawaii,2020-05-05,-43,-16,-54,-64,-44,20
Hawaii,2020-05-06,-47,-24,-49,-64,-44,20
Hawaii,2020-05-07,-47,-23,-54,-66,-43,20
Hawaii,2020-05-08,-46,-20,-52,-63,-42,21
Hawaii,2020-05-09,-46,-15,-44,-67,-38,13
Hawaii,2020-05-10,-44,-17,-42,-69,-39,11
Hawaii,2020-05-11,-48,-28,-57,-64,-41,18
Hawaii,2020-05-12,-46,-24,-54,-65,-42,20
Hawaii,2020-05-13,-45,-24,-48,-65,-42,19
Hawaii,2020-05-14,-46,-24,-51,-66,-42,20
Hawaii,2020-05-15,-44,-22,-47,-63,-40,19
Hawaii,2020-05-16,-46,-21,-32,-67,-36,12
Hawaii,2020-05-17,-46,-22,-30,-69,-37,11
Hawaii,2020-05-18,-44,-25,-57,-63,-39,17
Hawaii,2020-05-19,-42,-20,-47,-63,-40,19
Hawaii,2020-05-20,-41,-19,-44,-63,-40,18
Hawaii,2020-05-21,-42,-19,-49,-65,-41,18
Hawaii,2020-05-22,-40,-15,-40,-62,-40,18
Hawaii,2020-05-23,-43,-18,-28,-64,-33,11
Hawaii,2020-05-24,-41,-17,-23,-67,-35,9
Hawaii,2020-05-25,-42,-21,-21,-70,-72,23
Hawaii,2020-05-26,-40,-20,-48,-61,-38,18
Hawaii,2020-05-27,-40,-20,-43,-62,-37,17
Hawaii,2020-05-28,-39,-18,-41,-62,-37,17
Hawaii,2020-05-29,-39,-17,-38,-59,-35,17
Hawaii,2020-05-30,-42,-19,-26,-63,-28,10
Hawaii,2020-05-31,-42,-19,-26,-66,-28,9
Hawaii,2020-06-01,-38,-20,-42,-58,-34,14
Hawaii,2020-06-02,-37,-19,-39,-59,-35,16
Hawaii,2020-06-03,-37,-16,-34,-61,-35,15
Hawaii,2020-06-04,-37,-18,-40,-61,-35,16
Hawaii,2020-06-05,-35,-14,-37,-61,-32,15
Hawaii,2020-06-06,-38,-17,-25,-62,-26,9
Hawaii,2020-06-07,-39,-19,-30,-66,-28,9
Hawaii,2020-06-08,-36,-20,-45,-59,-33,13
Hawaii,2020-06-09,-35,-19,-43,-59,-34,15
Hawaii,2020-06-10,-35,-20,-38,-60,-34,14
Hawaii,2020-06-11,-34,-20,-35,-64,-47,18
Hawaii,2020-06-12,-36,-20,-36,-61,-35,15
Hawaii,2020-06-13,-37,-20,-22,-63,-25,9
Hawaii,2020-06-14,-37,-23,-27,-67,-27,8
Hawaii,2020-06-15,-35,-23,-41,-57,-34,13
Hawaii,2020-06-16,-35,-20,-44,-57,-34,15
Hawaii,2020-06-17,-34,-20,-33,-58,-34,14
Hawaii,2020-06-18,-35,-20,-40,-59,-34,14
Hawaii,2020-06-19,-34,-19,-40,-58,-33,12
Hawaii,2020-06-20,-33,-15,-22,-61,-24,8
Hawaii,2020-06-21,-34,-17,-24,-64,-25,6
Hawaii,2020-06-22,-36,-25,-40,-56,-35,13
Hawaii,2020-06-23,-34,-21,-38,-56,-35,14
Hawaii,2020-06-24,-34,-22,-35,-58,-34,14
Hawaii,2020-06-25,-34,-20,-37,-59,-34,14
Hawaii,2020-06-26,-34,-19,-32,-56,-32,13
Hawaii,2020-06-27,-35,-21,-22,-61,-26,8
Hawaii,2020-06-28,-36,-23,-23,-63,-24,7
Hawaii,2020-06-29,-33,-21,-39,-56,-32,12
Hawaii,2020-06-30,-31,-16,-37,-56,-33,13
Hawaii,2020-07-01,-30,-16,-32,-55,-33,12
Hawaii,2020-07-02,-27,-11,-33,-54,-36,12
Hawaii,2020-07-03,-30,-10,-24,-61,-60,19
Hawaii,2020-07-04,-47,-20,-31,-67,-37,10
Hawaii,2020-07-05,-37,-22,-28,-61,-28,7
Hawaii,2020-07-06,-31,-17,-38,-53,-37,12
Hawaii,2020-07-07,-32,-17,-40,-53,-35,13
Hawaii,2020-07-08,-33,-18,-37,-56,-34,13
Hawaii,2020-07-09,-33,-19,-41,-57,-34,14
Hawaii,2020-07-10,-34,-18,-35,-56,-32,13
Hawaii,2020-07-11,-37,-19,-29,-60,-24,8
Hawaii,2020-07-12,-36,-23,-27,-62,-25,8
Hawaii,2020-07-13,-34,-21,-42,-54,-34,12
Hawaii,2020-07-14,-33,-20,-42,-57,-35,14
Hawaii,2020-07-15,-33,-20,-35,-57,-34,13
Hawaii,2020-07-16,-33,-20,-36,-58,-35,13
Hawaii,2020-07-17,-33,-19,-33,-58,-33,13
Hawaii,2020-07-18,-34,-19,-23,-62,-25,7
Hawaii,2020-07-19,-33,-21,-27,-62,-27,7
Hawaii,2020-07-20,-33,-21,-40,-55,-34,12
Hawaii,2020-07-21,-31,-19,-37,-56,-35,13
Hawaii,2020-07-22,-31,-18,-37,-58,-34,13
Hawaii,2020-07-23,-29,-10,-37,-58,-34,12
Hawaii,2020-07-24,-30,-7,-37,-56,-33,13
Hawaii,2020-07-25,-35,-12,-39,-62,-25,9
Idaho,2020-02-15,3,3,7,0,-1,0
Idaho,2020-02-16,11,3,14,0,-1,0
Idaho,2020-02-17,10,4,44,0,-25,3
Idaho,2020-02-18,1,3,20,9,1,0
Idaho,2020-02-19,2,3,12,7,2,0
Idaho,2020-02-20,5,3,16,7,2,0
Idaho,2020-02-21,4,2,22,7,3,-1
Idaho,2020-02-22,6,6,40,9,2,-1
Idaho,2020-02-23,12,7,44,9,2,-1
Idaho,2020-02-24,5,5,18,4,9,-2
Idaho,2020-02-25,6,5,30,9,2,-1
Idaho,2020-02-26,9,8,24,7,3,-1
Idaho,2020-02-27,10,8,47,10,3,-1
Idaho,2020-02-28,10,7,46,9,1,-2
Idaho,2020-02-29,10,9,14,11,3,-2
Idaho,2020-03-01,21,15,53,16,4,-2
Idaho,2020-03-02,9,11,22,3,9,-3
Idaho,2020-03-03,11,15,43,7,3,-1
Idaho,2020-03-04,9,13,34,7,4,-1
Idaho,2020-03-05,10,14,55,13,2,-1
Idaho,2020-03-06,7,8,41,8,2,-1
Idaho,2020-03-07,8,9,2,11,2,-1
Idaho,2020-03-08,17,14,66,14,3,-1
Idaho,2020-03-09,6,11,38,5,9,-3
Idaho,2020-03-10,9,14,65,11,2,-1
Idaho,2020-03-11,8,13,60,6,3,-1
Idaho,2020-03-12,9,23,54,7,1,-1
Idaho,2020-03-13,6,33,33,2,0,0
Idaho,2020-03-14,-6,26,-11,-2,-1,3
Idaho,2020-03-15,2,26,28,2,-8,3
Idaho,2020-03-16,2,31,65,-2,-4,1
Idaho,2020-03-17,-7,22,56,-2,-19,7
Idaho,2020-03-18,-12,17,48,-6,-23,9
Idaho,2020-03-19,-15,13,93,-9,-27,10
Idaho,2020-03-20,-21,12,69,-16,-28,10
Idaho,2020-03-21,-29,5,76,-10,-18,7
Idaho,2020-03-22,-22,1,140,-11,-27,5
Idaho,2020-03-23,-24,1,46,-20,-30,9
Idaho,2020-03-24,-26,0,40,-14,-36,13
Idaho,2020-03-25,-27,7,10,-19,-38,14
Idaho,2020-03-26,-40,-10,24,-26,-44,17
Idaho,2020-03-27,-43,-14,11,-33,-43,18
Idaho,2020-03-28,-47,-17,13,-29,-31,12
Idaho,2020-03-29,-42,-18,25,-34,-38,10
Idaho,2020-03-30,-38,-14,11,-31,-40,14
Idaho,2020-03-31,-38,-12,-2,-28,-45,18
Idaho,2020-04-01,-35,-8,13,-28,-45,17
Idaho,2020-04-02,-38,-10,29,-31,-46,18
Idaho,2020-04-03,-39,-9,20,-33,-45,18
Idaho,2020-04-04,-46,-13,24,-30,-34,12
Idaho,2020-04-05,-40,-14,30,-36,-39,10
Idaho,2020-04-06,-34,-9,48,-31,-41,13
Idaho,2020-04-07,-33,-6,89,-25,-46,16
Idaho,2020-04-08,-32,-6,92,-25,-46,15
Idaho,2020-04-09,-32,-4,110,-29,-46,16
Idaho,2020-04-10,-35,-3,86,-30,-46,16
Idaho,2020-04-11,-40,0,12,-35,-34,11
Idaho,2020-04-12,-51,-20,50,-40,-42,8
Idaho,2020-04-13,-33,-12,52,-32,-39,13
Idaho,2020-04-14,-32,-10,55,-27,-43,16
Idaho,2020-04-15,-25,-4,17,-30,-43,16
Idaho,2020-04-16,-26,-4,68,-31,-43,16
Idaho,2020-04-17,-30,-6,79,-29,-42,15
Idaho,2020-04-18,-33,-6,73,-22,-29,8
Idaho,2020-04-19,-21,-2,138,-26,-34,6
Idaho,2020-04-20,-21,-4,110,-23,-37,11
Idaho,2020-04-21,-23,-1,109,-21,-42,14
Idaho,2020-04-22,-25,-3,52,-22,-41,15
Idaho,2020-04-23,-29,-6,30,-25,-42,16
Idaho,2020-04-24,-30,-6,68,-24,-41,14
Idaho,2020-04-25,-31,-3,71,-18,-27,8
Idaho,2020-04-26,-18,3,164,-19,-33,5
Idaho,2020-04-27,-21,-2,63,-21,-36,11
Idaho,2020-04-28,-19,3,129,-15,-41,4
Idaho,2020-04-29,-20,2,107,-16,-41,13
Idaho,2020-04-30,-22,-2,56,-19,-41,14
Idaho,2020-05-01,-18,2,108,-15,-38,11
Idaho,2020-05-02,-23,2,107,-8,-23,5
Idaho,2020-05-03,-11,5,121,-14,-29,4
Idaho,2020-05-04,-10,4,121,-14,-31,8
Idaho,2020-05-05,-10,10,134,-8,-36,11
Idaho,2020-05-06,-17,2,43,-13,-36,13
Idaho,2020-05-07,-14,8,122,-11,-36,11
Idaho,2020-05-08,-17,12,133,-10,-35,10
Idaho,2020-05-09,-17,26,,-2,-21,3
Idaho,2020-05-10,-4,31,220,-3,-24,0
Idaho,2020-05-11,-13,4,124,-8,-30,8
Idaho,2020-05-12,-15,6,88,-10,-35,11
Idaho,2020-05-13,-14,8,60,-10,-34,12
Idaho,2020-05-14,-16,4,67,-12,-36,12
Idaho,2020-05-15,-18,5,96,-10,-34,10
Idaho,2020-05-16,-16,7,,3,-16,3
Idaho,2020-05-17,-2,11,159,0,-20,3
Idaho,2020-05-18,-3,5,74,-9,-27,7
Idaho,2020-05-19,-4,9,80,-5,-32,10
Idaho,2020-05-20,-4,8,25,-3,-32,11
Idaho,2020-05-21,-2,12,96,4,-33,10
Idaho,2020-05-22,-7,11,88,4,-33,9
Idaho,2020-05-23,-13,11,,11,-16,3
Idaho,2020-05-24,6,21,322,11,-21,0
Idaho,2020-05-25,-2,13,309,0,-69,10
Idaho,2020-05-26,-2,14,151,5,-31,8
Idaho,2020-05-27,1,14,169,6,-29,7
Idaho,2020-05-28,1,14,192,6,-30,7
Idaho,2020-05-29,-6,12,187,7,-28,6
Idaho,2020-05-30,-10,11,,17,-6,1
Idaho,2020-05-31,7,16,220,19,-11,0
Idaho,2020-06-01,7,13,174,8,-24,4
Idaho,2020-06-02,5,16,219,10,-28,6
Idaho,2020-06-03,6,17,180,13,-28,6
Idaho,2020-06-04,4,16,203,8,-29,6
Idaho,2020-06-05,-2,12,181,3,-29,5
Idaho,2020-06-06,-7,8,,8,-9,2
Idaho,2020-06-07,3,10,71,9,-15,3
Idaho,2020-06-08,4,9,122,0,-24,5
Idaho,2020-06-09,3,12,153,6,-28,7
Idaho,2020-06-10,6,16,200,9,-28,6
Idaho,2020-06-11,5,14,226,9,-29,6
Idaho,2020-06-12,-1,12,210,7,-28,5
Idaho,2020-06-13,-7,8,,17,-8,2
Idaho,2020-06-14,11,16,190,23,-11,0
Idaho,2020-06-15,7,11,151,9,-24,4
Idaho,2020-06-16,6,13,122,6,-29,8
Idaho,2020-06-17,6,13,126,8,-28,7
Idaho,2020-06-18,8,16,247,14,-29,5
Idaho,2020-06-19,3,17,247,14,-29,2
Idaho,2020-06-20,-3,19,,28,-8,-1
Idaho,2020-06-21,14,27,304,27,-10,-4
Idaho,2020-06-22,8,14,267,14,-26,2
Idaho,2020-06-23,7,17,277,15,-31,5
Idaho,2020-06-24,8,16,225,12,-29,5
Idaho,2020-06-25,8,18,253,16,-30,5
Idaho,2020-06-26,0,15,253,15,-30,4
Idaho,2020-06-27,-5,14,,29,-10,-1
Idaho,2020-06-28,8,13,175,29,-12,0
Idaho,2020-06-29,7,12,124,10,-27,5
Idaho,2020-06-30,10,19,181,16,-30,7
Idaho,2020-07-01,15,25,203,20,-30,5
Idaho,2020-07-02,17,34,283,28,-34,4
Idaho,2020-07-03,5,36,325,16,-53,7
Idaho,2020-07-04,-29,21,,11,-26,-1
Idaho,2020-07-05,4,13,328,36,-18,-2
Idaho,2020-07-06,11,19,290,17,-30,3
Idaho,2020-07-07,7,20,237,17,-33,6
Idaho,2020-07-08,7,19,233,13,-31,6
Idaho,2020-07-09,6,19,260,13,-32,6
Idaho,2020-07-10,-1,16,238,14,-32,5
Idaho,2020-07-11,-7,17,,26,-9,0
Idaho,2020-07-12,9,20,299,31,-13,-1
Idaho,2020-07-13,7,16,254,12,-28,3
Idaho,2020-07-14,6,18,265,14,-32,6
Idaho,2020-07-15,6,19,243,10,-31,6
Idaho,2020-07-16,4,19,268,13,-33,6
Idaho,2020-07-17,-3,16,237,11,-33,5
Idaho,2020-07-18,-9,16,,22,-11,0
Idaho,2020-07-19,8,21,,34,-14,-2
Idaho,2020-07-20,7,18,267,13,-29,3
Idaho,2020-07-21,4,18,265,11,-33,6
Idaho,2020-07-22,4,17,212,12,-31,6
Idaho,2020-07-23,4,17,237,13,-32,6
Idaho,2020-07-24,-3,15,260,16,-32,5
Idaho,2020-07-25,-8,16,,28,-11,0
Illinois,2020-02-15,4,3,10,3,3,-1
Illinois,2020-02-16,8,2,29,3,2,-1
Illinois,2020-02-17,2,-3,-14,-13,-23,6
Illinois,2020-02-18,1,-1,5,2,1,0
Illinois,2020-02-19,1,-1,3,2,1,0
Illinois,2020-02-20,0,0,0,0,2,0
Illinois,2020-02-21,2,0,5,5,2,-1
Illinois,2020-02-22,11,9,57,10,7,-2
Illinois,2020-02-23,11,9,104,7,4,-2
Illinois,2020-02-24,1,6,-2,0,2,0
Illinois,2020-02-25,-1,-1,-3,-3,1,1
Illinois,2020-02-26,0,-1,-3,-1,-1,1
Illinois,2020-02-27,6,4,4,2,2,0
Illinois,2020-02-28,6,4,5,7,0,-1
Illinois,2020-02-29,14,11,26,10,6,-3
Illinois,2020-03-01,17,15,118,12,4,-3
Illinois,2020-03-02,8,8,20,0,-1,0
Illinois,2020-03-03,10,10,21,2,2,-1
Illinois,2020-03-04,9,10,28,4,2,-1
Illinois,2020-03-05,7,8,21,2,3,-1
Illinois,2020-03-06,6,5,17,4,2,-1
Illinois,2020-03-07,14,14,75,13,7,-3
Illinois,2020-03-08,15,14,165,10,3,-2
Illinois,2020-03-09,-1,3,-5,-5,0,1
Illinois,2020-03-10,7,10,20,-2,0,0
Illinois,2020-03-11,6,13,15,-2,-1,0
Illinois,2020-03-12,7,32,19,-5,-1,1
Illinois,2020-03-13,5,43,19,-6,-4,1
Illinois,2020-03-14,-7,31,-13,-8,0,3
Illinois,2020-03-15,-8,25,25,-13,-5,3
Illinois,2020-03-16,-10,30,-19,-27,-19,8
Illinois,2020-03-17,-23,17,44,-30,-31,12
Illinois,2020-03-18,-34,8,-34,-39,-35,16
Illinois,2020-03-19,-34,16,-31,-43,-37,17
Illinois,2020-03-20,-33,26,-28,-41,-38,17
Illinois,2020-03-21,-46,3,-22,-39,-25,13
Illinois,2020-03-22,-63,-34,-39,-54,-38,14
Illinois,2020-03-23,-50,-21,-29,-55,-50,21
Illinois,2020-03-24,-47,-17,-11,-53,-50,22
Illinois,2020-03-25,-43,-13,29,-50,-50,21
Illinois,2020-03-26,-47,-15,-28,-55,-50,22
Illinois,2020-03-27,-48,-14,-27,-53,-50,23
Illinois,2020-03-28,-53,-17,-35,-50,-35,15
Illinois,2020-03-29,-53,-24,-29,-55,-39,13
Illinois,2020-03-30,-43,-15,-5,-54,-50,20
Illinois,2020-03-31,-44,-15,-30,-54,-52,22
Illinois,2020-04-01,-41,-7,4,-50,-52,21
Illinois,2020-04-02,-42,-8,15,-52,-52,22
Illinois,2020-04-03,-43,-7,13,-49,-51,22
Illinois,2020-04-04,-51,-10,-23,-49,-36,15
Illinois,2020-04-05,-50,-16,24,-52,-39,12
Illinois,2020-04-06,-44,-14,-4,-54,-52,20
Illinois,2020-04-07,-41,-10,35,-50,-53,21
Illinois,2020-04-08,-44,-13,-5,-53,-53,22
Illinois,2020-04-09,-44,-8,-26,-55,-53,23
Illinois,2020-04-10,-44,-3,-5,-53,-58,24
Illinois,2020-04-11,-46,-1,10,-46,-38,14
Illinois,2020-04-12,-64,-34,5,-55,-45,13
Illinois,2020-04-13,-46,-19,-31,-56,-52,21
Illinois,2020-04-14,-45,-18,-28,-54,-52,22
Illinois,2020-04-15,-41,-13,-33,-53,-52,22
Illinois,2020-04-16,-40,-8,-16,-52,-51,22
Illinois,2020-04-17,-47,-18,-41,-55,-51,24
Illinois,2020-04-18,-42,-7,21,-40,-32,13
Illinois,2020-04-19,-43,-16,53,-48,-36,11
Illinois,2020-04-20,-37,-14,13,-51,-50,19
Illinois,2020-04-21,-38,-12,0,-51,-51,20
Illinois,2020-04-22,-40,-12,-10,-51,-51,21
Illinois,2020-04-23,-41,-10,-12,-52,-50,22
Illinois,2020-04-24,-42,-13,-12,-50,-50,22
Illinois,2020-04-25,-48,-14,-43,-48,-34,15
Illinois,2020-04-26,-39,-11,70,-43,-35,10
Illinois,2020-04-27,-37,-13,-5,-51,-49,20
Illinois,2020-04-28,-36,-11,10,-49,-50,14
Illinois,2020-04-29,-41,-15,-48,-54,-51,22
Illinois,2020-04-30,-35,-3,-4,-49,-50,21
Illinois,2020-05-01,-34,-5,33,-42,-48,19
Illinois,2020-05-02,-35,-2,85,-28,-28,9
Illinois,2020-05-03,-35,-9,85,-39,-31,9
Illinois,2020-05-04,-33,-9,-6,-49,-48,18
Illinois,2020-05-05,-34,-6,-28,-51,-49,20
Illinois,2020-05-06,-32,-4,30,-44,-48,19
Illinois,2020-05-07,-32,-1,35,-45,-48,19
Illinois,2020-05-08,-36,-3,-2,-45,-47,20
Illinois,2020-05-09,-32,13,54,-30,-26,9
Illinois,2020-05-10,-38,-3,-26,-44,-31,9
Illinois,2020-05-11,-36,-12,-1,-48,-47,18
Illinois,2020-05-12,-32,-7,35,-45,-47,18
Illinois,2020-05-13,-31,-5,30,-43,-47,18
Illinois,2020-05-14,-37,-9,-6,-50,-48,20
Illinois,2020-05-15,-34,-6,38,-42,-46,18
Illinois,2020-05-16,-35,-3,59,-32,-25,9
Illinois,2020-05-17,-46,-21,-34,-50,-31,11
Illinois,2020-05-18,-31,-8,2,-48,-46,17
Illinois,2020-05-19,-33,-8,-14,-49,-46,19
Illinois,2020-05-20,-28,-1,36,-41,-45,17
